"age","ehpw","hpw","hsleep","gpa","imp","gender","job","type","marital.status"
21,17,12,7.86,54.54,"4","female","unempl","par-time","single"
27,16,15,7.57,43.91,"4","male","empl","par-time","divorced"
21,18,12,7.71,48.69,"4","female","empl","par-time","single"
23,22,17,6.43,54.74,"4","male","unempl","full-time","single"
21,21,6,8.14,22.61,"4","female","empl","par-time","single"
25,21,12,7.29,46.63,"5","female","empl","par-time","single"
24,14,15,7.86,62.54,"3","male","unempl","full-time","single"
21,15,10,8.43,42.47,"5","female","empl","par-time","single"
20,20,11,7.57,33.86,"5","female","empl","par-time","single"
20,18,15,7.29,46.77,"3","male","empl","par-time","single"
23,25,14,6.43,40.6,"5","female","empl","par-time","single"
19,19,14,7.29,42.1,"3","female","empl","par-time","single"
21,19,19,6.57,56.25,"2","male","unempl","full-time","single"
19,22,6,8,20.96,"2","female","empl","par-time","single"
17,16,11,8.14,47.32,"3","female","empl","par-time","single"
21,21,19,6.29,56.04,"1","male","unempl","full-time","single"
34,15,18,7.29,65.38,"5","male","unempl","full-time","divorced"
18,21,15,6.86,43.45,"5","male","empl","par-time","single"
24,19,21,6.29,71.56,"1","male","unempl","full-time","single"
24,22,23,5.57,69.13,"5","male","unempl","full-time","single"
26,19,1,9.14,11.13,"5","female","unempl","par-time","married"
20,23,6,7.86,18.32,"1","female","unempl","par-time","single"
26,22,17,6.43,45.06,"3","male","empl","par-time","divorced"
24,19,11,7.71,36.34,"4","female","empl","par-time","single"
29,22,17,6.43,41.55,"4","male","empl","par-time","divorced"
22,27,14,6.14,30.92,"3","female","empl","par-time","single"
18,16,13,7.86,37.18,"3","female","empl","par-time","single"
27,17,20,6.71,67.54,"3","male","unempl","full-time","divorced"
20,20,13,7.29,47.51,"5","female","empl","par-time","single"
30,18,15,7.29,52.7,"2","male","unempl","full-time","divorced"
19,21,13,7.14,37.85,"2","female","empl","par-time","single"
24,14,18,7.43,68.01,"2","male","unempl","full-time","single"
25,21,16,6.71,51.69,"4","male","unempl","full-time","single"
28,22,13,7,41.31,"3","female","empl","par-time","divorced"
19,17,11,8,48.67,"2","female","empl","par-time","single"
25,14,11,8.43,42.36,"2","female","empl","par-time","single"
29,20,16,6.86,55.83,"5","male","unempl","full-time","divorced"
27,24,10,7.14,30.56,"2","female","empl","par-time","married"
27,20,13,7.29,45.09,"3","female","empl","par-time","divorced"
22,18,9,8.14,37.45,"3","female","empl","par-time","single"
20,20,7,8.14,32.33,"5","female","empl","par-time","single"
19,22,13,7,40.04,"1","female","empl","par-time","single"
25,23,28,4.71,80.62,"3","male","unempl","full-time","single"
33,22,8,7.71,21.93,"4","female","empl","par-time","married"
24,26,16,6,43.25,"2","male","empl","par-time","single"
27,17,16,7.29,62.33,"1","male","unempl","full-time","divorced"
25,17,18,7,66.66,"4","male","unempl","full-time","single"
21,21,11,7.43,26.6,"2","female","empl","par-time","single"
23,22,4,8.29,8.58,"4","female","unempl","par-time","married"
18,16,19,7,69.57,"5","male","unempl","full-time","single"
28,18,16,7.14,54.77,"1","male","unempl","full-time","divorced"
20,19,23,6,75.47,"2","male","unempl","full-time","single"
18,20,14,7.14,45.45,"1","female","empl","par-time","single"
28,20,9,7.86,35.3,"3","female","empl","par-time","divorced"
24,20,21,6.14,61.7,"2","male","unempl","full-time","single"
17,17,12,7.86,44.26,"1","female","empl","par-time","single"
31,21,24,5.57,72.89,"1","male","unempl","full-time","divorced"
26,20,11,7.57,44.15,"3","female","empl","par-time","divorced"
19,20,16,6.86,43.59,"3","male","empl","par-time","single"
26,21,17,6.57,59.39,"1","male","unempl","full-time","divorced"
21,24,21,5.57,57.72,"3","male","unempl","full-time","single"
27,25,5,7.71,19.52,"3","female","unempl","par-time","married"
16,22,10,7.43,28.47,"3","female","empl","par-time","single"
24,23,17,6.29,43.76,"1","male","empl","par-time","single"
29,21,22,5.86,64.24,"3","male","unempl","full-time","divorced"
25,23,20,5.86,59.34,"2","male","unempl","full-time","single"
22,18,20,6.57,62.97,"2","male","unempl","full-time","single"
21,18,14,7.43,55.35,"1","female","unempl","full-time","single"
27,18,11,7.86,41.66,"1","female","empl","par-time","divorced"
18,24,10,7.14,27.35,"5","female","empl","par-time","single"
29,26,18,5.71,54.49,"2","male","unempl","full-time","divorced"
32,18,27,5.57,89.97,"1","male","unempl","full-time","single"
23,20,16,6.86,40.77,"1","male","empl","par-time","single"
30,25,20,5.57,52.05,"2","male","unempl","full-time","divorced"
21,20,17,6.71,57.41,"1","male","unempl","full-time","single"
25,23,13,6.86,33.61,"2","female","empl","par-time","married"
23,22,14,6.86,43.6,"1","female","empl","par-time","single"
22,20,9,7.86,30.77,"5","female","empl","par-time","single"
25,19,21,6.29,61.96,"4","male","unempl","full-time","single"
23,16,11,8.14,46.97,"2","female","empl","par-time","single"
32,18,9,8.14,36.69,"1","female","empl","par-time","divorced"
23,23,21,5.71,59.69,"1","male","unempl","full-time","single"
28,17,17,7.14,68.08,"2","male","unempl","full-time","divorced"
21,25,8,7.29,17.87,"2","female","unempl","par-time","single"
24,24,25,5,67.41,"3","male","unempl","full-time","single"
22,24,18,6,52.93,"5","male","unempl","full-time","single"
17,18,10,8,40.26,"3","female","empl","par-time","single"
25,25,18,5.86,52.81,"2","male","unempl","full-time","single"
26,18,12,7.71,43.7,"1","female","empl","par-time","divorced"
21,22,20,6,58.65,"5","male","unempl","full-time","single"
20,21,7,8,34.43,"3","female","empl","par-time","single"
21,18,16,7.14,49.38,"2","male","empl","par-time","single"
26,25,23,5.14,64.76,"1","male","unempl","full-time","divorced"
21,18,5,8.71,26.2,"5","female","empl","par-time","single"
24,22,17,6.43,51.6,"2","male","unempl","full-time","single"
23,20,13,7.29,43.39,"2","female","empl","par-time","single"
22,20,12,7.43,41.03,"2","female","empl","par-time","single"
18,19,20,6.43,70.35,"5","male","unempl","full-time","single"
25,21,5,8.29,12.87,"4","female","unempl","par-time","married"
22,17,8,8.43,37.64,"1","female","empl","par-time","single"
24,17,23,6.29,76.46,"2","male","unempl","full-time","single"
19,19,27,5.43,82.29,"2","male","unempl","full-time","single"
25,22,15,6.71,48.6,"2","male","empl","par-time","single"
22,14,24,6.57,89.8,"4","male","unempl","full-time","single"
20,21,13,7.14,48.93,"5","female","empl","par-time","single"
22,18,17,7,60.25,"2","male","unempl","full-time","single"
21,21,15,6.86,55.48,"5","male","unempl","full-time","single"
24,22,14,6.86,49.57,"5","female","empl","par-time","single"
23,17,18,7,62.82,"2","male","unempl","full-time","single"
18,23,16,6.43,51.08,"1","male","unempl","full-time","single"
27,19,26,5.57,88.22,"2","male","unempl","full-time","single"
27,22,15,6.71,46.41,"3","male","empl","par-time","divorced"
24,21,21,6,64.37,"1","male","unempl","full-time","single"
25,25,12,6.71,33.65,"4","female","empl","par-time","married"
28,10,16,8.29,68.31,"5","male","unempl","full-time","divorced"
22,22,14,6.86,32.68,"2","female","empl","par-time","single"
20,19,8,8.14,35.48,"5","female","empl","par-time","single"
22,22,18,6.29,54.1,"4","male","unempl","full-time","single"
22,15,18,7.29,74.12,"1","male","unempl","full-time","single"
26,26,13,6.43,35.6,"4","female","empl","par-time","divorced"
26,19,11,7.71,39.74,"5","female","empl","par-time","divorced"
19,23,12,7,34.78,"3","female","empl","par-time","single"
20,20,19,6.43,76.09,"4","male","unempl","full-time","single"
27,22,13,7,38.46,"2","female","empl","par-time","divorced"
18,24,16,6.29,49.69,"2","male","empl","par-time","single"
20,19,15,7.14,51.77,"5","male","unempl","full-time","single"
23,20,14,7.14,50.38,"5","female","unempl","full-time","single"
27,20,9,7.86,23.81,"2","female","empl","par-time","married"
23,18,18,6.86,66.9,"4","male","unempl","full-time","single"
24,25,14,6.43,35.31,"3","female","empl","par-time","single"
23,26,16,6,41.49,"4","male","empl","par-time","single"
26,20,10,7.71,31.2,"3","female","empl","par-time","married"
21,19,18,6.71,61.38,"1","male","unempl","full-time","single"
25,16,13,7.86,53.97,"4","female","unempl","par-time","single"
16,22,12,7.14,35.37,"1","female","empl","par-time","single"
23,19,5,8.57,24.57,"5","female","empl","par-time","married"
24,14,13,8.14,55,"3","female","unempl","par-time","single"
24,19,4,8.71,13.71,"1","female","unempl","par-time","married"
24,20,13,7.29,45.64,"5","female","empl","par-time","single"
23,12,16,8,73.6,"4","male","unempl","full-time","single"
26,22,15,6.71,44.02,"5","male","empl","par-time","divorced"
23,20,9,7.86,30.01,"2","female","empl","par-time","married"
25,19,20,6.43,64.38,"2","male","unempl","full-time","single"
22,18,20,6.57,76.04,"5","male","unempl","full-time","single"
26,22,16,6.57,54.45,"2","male","unempl","full-time","divorced"
27,17,17,7.14,55.11,"2","male","unempl","full-time","divorced"
17,15,21,6.86,78.67,"2","male","unempl","full-time","single"
24,22,14,6.86,47.27,"5","female","empl","par-time","single"
26,19,11,7.71,39.85,"1","female","empl","par-time","divorced"
29,22,14,6.86,41.02,"2","female","empl","par-time","divorced"
17,22,14,6.86,40.98,"1","female","empl","par-time","single"
26,21,19,6.29,57.43,"1","male","unempl","full-time","divorced"
22,24,19,5.86,52.13,"2","male","unempl","full-time","single"
18,22,10,7.43,27.52,"1","female","empl","par-time","single"
22,26,11,6.71,33.19,"3","female","empl","par-time","single"
22,21,20,6.14,65.4,"3","male","unempl","full-time","single"
20,21,9,7.71,30.23,"1","female","empl","par-time","single"
20,25,12,6.71,33.88,"3","female","empl","par-time","single"
20,22,15,6.71,44.23,"2","male","empl","par-time","single"
28,23,20,5.86,54.31,"2","male","unempl","full-time","divorced"
25,16,15,7.57,57.45,"3","male","unempl","full-time","single"
27,20,17,6.71,60.6,"1","male","unempl","full-time","divorced"
28,22,16,6.57,57.59,"5","male","unempl","full-time","divorced"
25,15,19,7.14,62.38,"4","male","unempl","full-time","single"
29,23,13,6.86,35.08,"4","female","empl","par-time","divorced"
22,23,17,6.29,38.97,"5","male","empl","par-time","single"
20,19,7,8.29,35.39,"3","female","empl","par-time","single"
23,16,15,7.57,63.27,"5","male","unempl","full-time","single"
21,23,17,6.29,51.42,"5","male","unempl","full-time","single"
28,24,16,6.29,41.4,"5","male","empl","par-time","divorced"
24,17,16,7.29,62.72,"4","male","unempl","full-time","single"
23,18,16,7.14,55.29,"3","male","unempl","full-time","single"
27,26,18,5.71,56.14,"1","male","unempl","full-time","divorced"
25,19,2,9,18.34,"4","female","unempl","par-time","married"
17,19,15,7.14,51.18,"2","male","unempl","full-time","single"
32,19,17,6.86,61.32,"3","male","unempl","full-time","divorced"
24,20,13,7.29,38.57,"1","female","empl","par-time","single"
26,21,19,6.29,67.67,"4","male","unempl","full-time","divorced"
24,19,20,6.43,85.52,"5","male","unempl","full-time","single"
20,24,7,7.57,30.35,"5","female","empl","par-time","single"
30,20,16,6.86,51.28,"1","male","unempl","full-time","divorced"
23,23,19,6,53.86,"3","male","unempl","full-time","single"
23,18,23,6.14,76.74,"1","male","unempl","full-time","single"
25,23,7,7.71,25.47,"4","female","empl","par-time","married"
26,17,19,6.86,62.37,"5","male","unempl","full-time","divorced"
27,18,13,7.57,62.43,"5","female","unempl","par-time","divorced"
23,19,9,8,41.41,"5","female","empl","par-time","single"
26,21,14,7,31.46,"2","female","empl","par-time","married"
22,18,14,7.43,47.67,"1","female","empl","par-time","single"
23,20,12,7.43,41.82,"2","female","empl","par-time","single"
24,23,11,7.14,45.4,"4","female","empl","par-time","single"
33,19,11,7.71,38.02,"4","female","empl","par-time","divorced"
22,23,21,5.71,65.28,"1","male","unempl","full-time","single"
23,25,17,6,52.07,"4","male","unempl","full-time","single"
22,17,20,6.71,70.89,"4","male","unempl","full-time","single"
26,21,6,8.14,14.27,"2","female","unempl","par-time","married"
22,22,21,5.86,66.36,"4","male","unempl","full-time","single"
21,27,17,5.71,45.84,"5","male","empl","par-time","single"
22,15,22,6.71,74.3,"3","male","unempl","full-time","single"
20,19,14,7.29,48.83,"4","female","empl","par-time","single"
29,18,11,7.86,40.86,"5","female","empl","par-time","divorced"
19,21,15,6.86,55.05,"2","male","unempl","full-time","single"
25,16,13,7.86,49.73,"1","female","empl","par-time","single"
22,21,21,6,73.29,"3","male","unempl","full-time","single"
21,18,17,7,66.31,"1","male","unempl","full-time","single"
19,20,5,8.43,25.83,"4","female","empl","par-time","single"
22,18,6,8.57,29.39,"2","female","empl","par-time","single"
23,23,15,6.57,47.55,"2","male","empl","par-time","single"
25,24,20,5.71,52.78,"1","male","unempl","full-time","single"
23,25,17,6,49.39,"2","male","empl","par-time","single"
24,19,8,8.14,32.5,"4","female","empl","par-time","married"
22,17,26,5.86,92.88,"4","male","unempl","full-time","single"
22,22,16,6.57,63.36,"1","male","unempl","full-time","single"
23,22,18,6.29,56.61,"2","male","unempl","full-time","single"
16,22,16,6.57,43.43,"2","male","empl","par-time","single"
24,21,11,7.43,38.77,"2","female","empl","par-time","single"
25,15,24,6.43,73.87,"1","male","unempl","full-time","single"
22,23,15,6.57,53.63,"5","male","unempl","full-time","single"
28,21,15,6.86,47.47,"4","male","empl","par-time","divorced"
16,21,17,6.57,60.97,"1","male","unempl","full-time","single"
29,19,18,6.71,59.5,"1","male","unempl","full-time","divorced"
22,24,20,5.71,54.31,"4","male","unempl","full-time","single"
23,20,15,7,53.18,"5","male","unempl","full-time","single"
30,21,18,6.43,60.84,"3","male","unempl","full-time","divorced"
26,10,14,8.57,55.93,"5","female","unempl","full-time","divorced"
29,23,15,6.57,35.66,"2","male","empl","par-time","divorced"
21,19,16,7,59.34,"5","male","unempl","full-time","single"
25,18,27,5.57,86.82,"5","male","unempl","full-time","single"
19,19,14,7.29,48.43,"4","female","empl","par-time","single"
34,17,16,7.29,59.58,"5","male","unempl","full-time","divorced"
23,22,14,6.86,37.86,"1","female","empl","par-time","single"
26,24,18,6,56.22,"1","male","unempl","full-time","divorced"
26,20,14,7.14,45.03,"2","female","empl","par-time","divorced"
29,14,12,8.29,56.61,"5","female","unempl","par-time","divorced"
24,26,14,6.29,38.06,"1","female","empl","par-time","single"
19,20,11,7.57,36.11,"1","female","empl","par-time","single"
20,20,23,5.86,71.64,"3","male","unempl","full-time","single"
24,19,10,7.86,32.86,"2","female","empl","par-time","married"
26,20,17,6.71,56.06,"3","male","unempl","full-time","divorced"
24,24,14,6.57,44.44,"5","female","empl","par-time","single"
23,19,13,7.43,42.42,"4","female","empl","par-time","single"
28,20,10,7.71,35.8,"1","female","empl","par-time","divorced"
18,22,14,6.86,42.43,"4","female","empl","par-time","single"
23,22,14,6.86,40.53,"1","female","empl","par-time","single"
27,18,17,7,55.45,"1","male","unempl","full-time","divorced"
25,23,14,6.71,48.95,"5","female","empl","par-time","single"
19,25,16,6.14,38.53,"1","male","empl","par-time","single"
21,26,14,6.29,34.08,"1","female","empl","par-time","single"
22,23,14,6.71,43.26,"1","female","empl","par-time","single"
22,17,14,7.57,53.34,"1","female","unempl","full-time","single"
29,18,6,8.57,27.29,"4","female","empl","par-time","married"
19,17,16,7.29,59.86,"4","male","unempl","full-time","single"
30,21,17,6.57,51.84,"2","male","unempl","full-time","divorced"
23,17,13,7.71,52.64,"5","female","unempl","par-time","single"
20,21,22,5.86,72.47,"4","male","unempl","full-time","single"
24,16,6,8.86,26.31,"1","female","empl","par-time","married"
22,19,22,6.14,67.65,"1","male","unempl","full-time","single"
19,20,14,7.14,58.2,"5","female","unempl","full-time","single"
22,22,15,6.71,51.56,"2","male","unempl","full-time","single"
26,22,23,5.57,72.87,"4","male","unempl","full-time","divorced"
23,17,18,7,64.43,"2","male","unempl","full-time","single"
23,22,22,5.71,65.36,"2","male","unempl","full-time","single"
29,23,13,6.86,46.57,"3","female","empl","par-time","divorced"
22,17,18,7,69.56,"3","male","unempl","full-time","single"
25,22,10,7.43,33.07,"3","female","empl","par-time","married"
20,24,29,4.43,79.43,"5","male","unempl","full-time","single"
23,18,15,7.29,55.37,"5","male","unempl","full-time","single"
30,19,19,6.57,58.61,"3","male","unempl","full-time","divorced"
24,24,19,5.86,54.08,"1","male","unempl","full-time","single"
24,21,22,5.86,74.85,"3","male","unempl","full-time","single"
23,14,16,7.71,60.53,"4","male","unempl","full-time","single"
26,16,10,8.29,52.07,"3","female","unempl","par-time","divorced"
23,22,11,7.29,24.88,"4","female","empl","par-time","married"
24,21,17,6.57,54.49,"1","male","unempl","full-time","single"
25,19,19,6.57,66.34,"5","male","unempl","full-time","single"
31,22,16,6.57,44.84,"3","male","empl","par-time","divorced"
20,18,15,7.29,51.71,"4","male","unempl","full-time","single"
25,23,22,5.57,64.52,"3","male","unempl","full-time","single"
22,22,9,7.57,22.2,"2","female","empl","par-time","single"
22,19,15,7.14,53.45,"2","male","unempl","full-time","single"
19,17,20,6.71,83.05,"4","male","unempl","full-time","single"
24,18,17,7,59.09,"4","male","unempl","full-time","single"
19,22,10,7.43,33.67,"2","female","empl","par-time","single"
23,21,12,7.29,44.37,"5","female","empl","par-time","single"
19,19,14,7.29,43.69,"5","female","empl","par-time","single"
21,22,14,6.86,47.76,"2","female","empl","par-time","single"
24,18,23,6.14,73.09,"5","male","unempl","full-time","single"
25,23,10,7.29,19.8,"5","female","unempl","par-time","married"
26,17,23,6.29,76.7,"5","male","unempl","full-time","divorced"
18,22,16,6.57,52.12,"3","male","unempl","full-time","single"
16,17,12,7.86,45.85,"1","female","empl","par-time","single"
25,19,17,6.86,57.03,"3","male","unempl","full-time","single"
18,19,14,7.29,47.8,"4","female","empl","par-time","single"
25,19,10,7.86,39.89,"1","female","empl","par-time","single"
23,18,14,7.43,39.6,"2","female","empl","par-time","single"
19,15,19,7.14,69,"2","male","unempl","full-time","single"
27,21,15,6.86,37.68,"3","male","empl","par-time","divorced"
20,22,15,6.71,44.23,"5","male","empl","par-time","single"
25,14,22,6.86,76.04,"3","male","unempl","full-time","single"
26,16,6,8.86,28.36,"4","female","empl","par-time","married"
19,25,14,6.43,42.09,"3","female","empl","par-time","single"
26,19,18,6.71,54.01,"4","male","unempl","full-time","divorced"
17,24,11,7,24.61,"2","female","empl","par-time","single"
25,21,15,6.86,47.18,"1","male","empl","par-time","single"
18,12,24,6.86,90.86,"5","male","unempl","full-time","single"
21,19,16,7,50.62,"1","male","unempl","full-time","single"
26,20,16,6.86,50.09,"4","male","unempl","full-time","divorced"
17,22,15,6.71,47.87,"1","male","empl","par-time","single"
26,26,19,5.57,52.09,"5","male","unempl","full-time","divorced"
26,24,15,6.43,44.72,"1","male","empl","par-time","divorced"
25,23,17,6.29,45.83,"1","male","empl","par-time","single"
29,19,17,6.86,63.95,"4","male","unempl","full-time","divorced"
22,21,25,5.43,75.7,"1","male","unempl","full-time","single"
24,15,11,8.29,46.03,"5","female","empl","par-time","single"
19,17,17,7.14,73.95,"5","male","unempl","full-time","single"
27,18,13,7.57,49.45,"5","female","empl","par-time","divorced"
21,26,13,6.43,35.52,"5","female","empl","par-time","single"
21,25,9,7.14,24.97,"3","female","empl","par-time","single"
23,21,16,6.71,48.05,"5","male","empl","par-time","single"
26,18,10,8,37.58,"3","female","empl","par-time","divorced"
23,23,15,6.57,48.77,"5","male","empl","par-time","single"
21,17,9,8.29,43.04,"4","female","empl","par-time","single"
22,21,13,7.14,36.9,"2","female","empl","par-time","single"
28,20,16,6.86,49.14,"1","male","empl","par-time","divorced"
19,23,17,6.29,53.8,"4","male","unempl","full-time","single"
19,20,19,6.43,58.31,"4","male","unempl","full-time","single"
21,21,9,7.71,34.11,"2","female","empl","par-time","single"
21,22,7,7.86,20.56,"3","female","empl","par-time","single"
21,17,17,7.14,57.83,"1","male","unempl","full-time","single"
25,19,8,8.14,28.73,"4","female","empl","par-time","married"
19,24,17,6.14,51.1,"5","male","unempl","full-time","single"
19,23,15,6.57,47.33,"2","male","empl","par-time","single"
22,18,10,8,31.92,"3","female","empl","par-time","single"
25,17,20,6.71,60.32,"2","male","unempl","full-time","single"
21,16,11,8.14,40.37,"3","female","empl","par-time","single"
20,20,17,6.71,54.14,"2","male","unempl","full-time","single"
22,15,18,7.29,62.96,"3","male","unempl","full-time","single"
21,22,10,7.43,33.13,"1","female","empl","par-time","single"
22,18,19,6.71,58.15,"4","male","unempl","full-time","single"
22,24,8,7.43,15.76,"4","female","unempl","par-time","single"
19,15,17,7.43,59.77,"2","male","unempl","full-time","single"
23,16,8,8.57,36.19,"2","female","empl","par-time","single"
22,21,13,7.14,38.59,"2","female","empl","par-time","single"
26,21,19,6.29,57.38,"2","male","unempl","full-time","divorced"
18,24,7,7.57,17.62,"1","female","unempl","par-time","single"
24,22,19,6.14,58.86,"1","male","unempl","full-time","single"
27,21,18,6.43,56.7,"5","male","unempl","full-time","divorced"
29,18,18,6.86,53.93,"1","male","unempl","full-time","divorced"
28,25,22,5.29,60.64,"4","male","unempl","full-time","divorced"
21,19,13,7.43,41.76,"5","female","empl","par-time","single"
19,17,17,7.14,50.57,"3","male","unempl","full-time","single"
26,22,5,8.14,21.46,"2","female","empl","par-time","married"
28,23,10,7.29,27.98,"5","female","empl","par-time","married"
28,22,20,6,58.54,"2","male","unempl","full-time","divorced"
20,21,12,7.29,41.48,"3","female","empl","par-time","single"
26,17,12,7.86,41.14,"3","female","empl","par-time","divorced"
22,20,15,7,45.42,"2","male","empl","par-time","single"
20,20,18,6.57,58.6,"2","male","unempl","full-time","single"
24,23,15,6.57,43.55,"2","male","empl","par-time","single"
23,18,13,7.57,46.83,"3","female","empl","par-time","single"
24,22,14,6.86,42.59,"4","female","empl","par-time","single"
21,15,22,6.71,73.73,"1","male","unempl","full-time","single"
21,26,10,6.86,28.19,"5","female","empl","par-time","single"
19,19,10,7.86,34.06,"2","female","empl","par-time","single"
28,17,13,7.71,46.93,"5","female","empl","par-time","divorced"
25,21,13,7.14,36.62,"3","female","empl","par-time","single"
21,15,13,8,56.78,"3","female","unempl","par-time","single"
27,24,18,6,56.78,"3","male","unempl","full-time","divorced"
23,26,10,6.86,20.2,"4","female","empl","par-time","married"
25,22,10,7.43,31.75,"3","female","empl","par-time","married"
25,20,13,7.29,43.64,"5","female","empl","par-time","single"
25,20,18,6.57,58.63,"1","male","unempl","full-time","single"
22,21,13,7.14,41.11,"2","female","empl","par-time","single"
20,17,12,7.86,34.91,"1","female","empl","par-time","single"
16,17,13,7.71,36.68,"3","female","empl","par-time","single"
23,20,12,7.43,31.15,"5","female","empl","par-time","married"
16,17,14,7.57,51.98,"5","female","unempl","full-time","single"
26,21,14,7,40.54,"5","female","empl","par-time","divorced"
18,23,10,7.29,21.22,"3","female","empl","par-time","single"
25,20,15,7,47.26,"5","male","empl","par-time","single"
23,23,14,6.71,35.61,"1","female","empl","par-time","single"
16,21,19,6.29,61.63,"2","male","unempl","full-time","single"
20,19,9,8,32.4,"1","female","empl","par-time","single"
24,21,16,6.71,48.04,"3","male","empl","par-time","single"
26,22,20,6,66.52,"4","male","unempl","full-time","divorced"
21,17,23,6.29,72.55,"5","male","unempl","full-time","single"
26,18,21,6.43,65.6,"5","male","unempl","full-time","divorced"
26,18,13,7.57,45.5,"1","female","empl","par-time","divorced"
19,20,10,7.71,36.71,"5","female","empl","par-time","single"
27,19,19,6.57,69.91,"5","male","unempl","full-time","divorced"
28,18,21,6.43,77.2,"3","male","unempl","full-time","divorced"
20,22,21,5.86,52.16,"4","male","unempl","full-time","single"
22,18,12,7.71,45.98,"3","female","empl","par-time","single"
25,20,19,6.43,55.2,"1","male","unempl","full-time","single"
22,24,14,6.57,37.95,"4","female","empl","par-time","single"
21,17,11,8,43.41,"4","female","empl","par-time","single"
20,14,17,7.57,64.24,"4","male","unempl","full-time","single"
28,24,15,6.43,37.98,"5","male","empl","par-time","divorced"
26,17,17,7.14,71.01,"2","male","unempl","full-time","divorced"
23,20,13,7.29,45.02,"5","female","empl","par-time","single"
21,20,13,7.29,39.09,"1","female","empl","par-time","single"
21,15,10,8.43,41.93,"3","female","empl","par-time","single"
24,18,21,6.43,64.45,"4","male","unempl","full-time","single"
27,22,18,6.29,55.01,"4","male","unempl","full-time","divorced"
25,20,13,7.29,41.95,"1","female","empl","par-time","single"
30,18,21,6.43,73.14,"2","male","unempl","full-time","divorced"
22,24,15,6.43,53.99,"3","male","unempl","full-time","single"
23,22,17,6.43,47.37,"3","male","empl","par-time","single"
27,20,17,6.71,55.99,"2","male","unempl","full-time","divorced"
29,21,17,6.57,45.76,"3","male","empl","par-time","divorced"
22,23,14,6.71,44.44,"3","female","empl","par-time","single"
22,15,12,8.14,51.58,"4","female","unempl","par-time","single"
26,17,7,8.57,36,"2","female","empl","par-time","divorced"
23,18,16,7.14,51.03,"4","male","unempl","full-time","single"
21,18,7,8.43,29.42,"5","female","empl","par-time","single"
28,18,18,6.86,55.29,"1","male","unempl","full-time","divorced"
29,20,8,8,45.25,"5","female","empl","par-time","divorced"
19,21,18,6.43,50.71,"2","male","unempl","full-time","single"
29,12,15,8.14,63.17,"4","male","unempl","full-time","divorced"
18,20,7,8.14,28.97,"3","female","empl","par-time","single"
28,20,12,7.43,35.68,"2","female","empl","par-time","divorced"
18,25,16,6.14,47.79,"4","male","empl","par-time","single"
25,20,18,6.57,60.11,"2","male","unempl","full-time","single"
21,15,13,8,48.94,"5","female","empl","par-time","single"
28,21,19,6.29,63.31,"2","male","unempl","full-time","divorced"
24,20,18,6.57,59.34,"5","male","unempl","full-time","single"
25,22,10,7.43,29.74,"1","female","empl","par-time","married"
28,15,20,7,68.44,"1","male","unempl","full-time","divorced"
22,17,21,6.57,73.65,"2","male","unempl","full-time","single"
23,19,11,7.71,33.26,"5","female","empl","par-time","married"
27,17,14,7.57,44.6,"2","female","empl","par-time","divorced"
31,19,17,6.86,63.99,"2","male","unempl","full-time","divorced"
22,21,14,7,45.85,"2","female","empl","par-time","single"
29,20,12,7.43,38.27,"2","female","empl","par-time","divorced"
21,22,11,7.29,38.91,"2","female","empl","par-time","single"
21,22,21,5.86,67.1,"1","male","unempl","full-time","single"
26,17,18,7,56.76,"5","male","unempl","full-time","divorced"
21,23,14,6.71,45.98,"4","female","empl","par-time","single"
19,20,12,7.43,33.46,"2","female","empl","par-time","single"
19,14,12,8.29,47.41,"1","female","empl","par-time","single"
27,20,17,6.71,53.23,"1","male","unempl","full-time","divorced"
23,25,19,5.71,55.68,"3","male","unempl","full-time","single"
22,19,18,6.71,45.97,"5","male","empl","par-time","single"
29,21,23,5.71,64.08,"5","male","unempl","full-time","divorced"
23,21,14,7,50.17,"5","female","unempl","full-time","single"
17,19,15,7.14,43.76,"4","male","empl","par-time","single"
20,26,20,5.43,58.64,"5","male","unempl","full-time","single"
27,21,22,5.86,66.21,"1","male","unempl","full-time","divorced"
28,23,2,8.43,6.05,"2","female","unempl","par-time","married"
24,21,13,7.14,36.88,"2","female","empl","par-time","single"
27,17,14,7.57,65.74,"5","female","unempl","full-time","divorced"
25,24,18,6,57.33,"3","male","unempl","full-time","single"
24,21,15,6.86,40.42,"2","male","empl","par-time","single"
21,19,13,7.43,38.68,"3","female","empl","par-time","single"
22,20,22,6,71.54,"1","male","unempl","full-time","single"
24,22,22,5.71,70.47,"3","male","unempl","full-time","single"
26,23,10,7.29,24.35,"1","female","empl","par-time","married"
24,18,22,6.29,76.79,"5","male","unempl","full-time","single"
21,21,8,7.86,32.52,"5","female","empl","par-time","single"
21,26,22,5.14,61.01,"1","male","unempl","full-time","single"
18,24,8,7.43,24.84,"5","female","empl","par-time","single"
22,17,18,7,68.56,"1","male","unempl","full-time","single"
29,19,13,7.43,47.3,"5","female","empl","par-time","divorced"
30,24,21,5.57,54.89,"2","male","unempl","full-time","divorced"
19,14,17,7.57,73.12,"2","male","unempl","full-time","single"
28,19,17,6.86,50.56,"3","male","unempl","full-time","divorced"
23,19,21,6.29,70.18,"2","male","unempl","full-time","single"
24,20,13,7.29,43.08,"4","female","empl","par-time","single"
24,17,14,7.57,55.37,"1","female","unempl","full-time","single"
